# Gene Family,P1,P2,P3,P4,P5,P6
COG0503,3.628,3.22,3.815,4.529,3.866,3.467
COG0504,5.312,5.232,5.458,6.741,6.739,4.289
COG0505,2.374,2.333,3.286,3.842,4.102,2.793
COG0506,0.158,0.408,0.103,0.433,0.0,0.204
COG0507,8.394,7.908,4.368,6.889,6.32,8.782
COG0508,6.499,5.778,6.106,5.76,4.447,3.785
COG0509,0.836,0.422,1.28,0.926,0.933,0.964
COG0511,0.052,0.057,0.609,0.363,0.409,0.555
COG0512,1.615,1.896,2.192,2.871,3.332,1.976
COG0513,1.378,1.066,1.848,1.655,1.449,1.089
COG0514,1.134,1.217,1.905,1.296,1.297,0.916
COG0515,2.407,0.981,2.685,2.528,1.972,1.313
COG0516,4.945,6.58,8.076,6.462,5.241,3.77
COG0517,4.275,6.571,8.8,7.927,6.454,5.233
COG0518,3.75,4.097,5.452,5.458,4.508,3.517
COG0519,3.649,4.186,5.512,5.331,4.508,3.602
COG0520,3.248,3.183,4.098,4.666,3.347,2.961
COG0521,1.42,2.012,1.78,1.881,1.837,1.987
COG0522,3.215,2.946,4.588,5.119,4.152,3.67
COG0523,3.645,3.608,1.186,2.171,1.943,2.017
COG0524,3.174,3.645,4.424,4.491,4.063,4.213
COG0525,1.553,1.351,3.013,2.745,2.489,1.084
COG0526,3.845,6.126,6.405,6.532,4.939,5.843
COG0527,3.538,3.849,4.752,4.693,3.743,3.486
COG0528,3.554,4.044,4.987,4.801,4.078,3.291
COG0529,1.276,0.74,2.129,1.164,1.709,0.861
COG0530,0.0,0.0,0.0,0.0,0.058,0.0
COG0531,4.924,5.319,5.683,6.055,5.755,6.134
COG0532,1.421,1.589,1.457,1.618,1.233,0.935
COG0533,2.469,2.647,3.528,3.862,2.987,2.329
COG0534,0.375,0.143,0.423,0.49,0.256,0.36
COG0535,8.726,8.545,8.4,8.621,7.81,6.795
COG0536,1.733,1.563,2.696,2.366,2.258,1.261
COG0537,0.254,0.312,1.199,0.462,0.315,0.176
COG0538,2.267,2.371,2.455,1.792,1.584,1.743
COG0539,6.06,6.318,7.924,7.27,6.518,5.842
COG0540,4.826,4.572,5.958,5.822,4.573,4.578
COG0541,3.336,2.61,5.259,4.0,3.241,2.868
COG0542,16.863,13.75,20.34,15.322,14.447,13.598
COG0543,0.087,0.0,0.763,0.898,0.711,0.574
COG0544,0.413,0.611,0.618,0.624,0.835,0.23
COG0545,1.568,0.715,1.669,1.586,1.648,1.758
COG0546,2.356,1.662,2.777,1.959,1.518,1.494
COG0547,1.696,1.565,1.142,2.398,1.59,2.136
COG0548,2.948,3.717,3.511,3.67,3.071,3.094
COG0549,0.228,0.102,0.107,0.253,0.114,0.43
COG0550,1.573,1.811,3.002,3.079,2.073,1.634
COG0551,0.167,0.258,1.309,1.74,1.272,0.764
COG0552,1.758,1.895,3.133,1.821,1.475,1.56
COG0553,1.821,1.605,2.644,2.455,2.377,1.772
COG0554,1.937,2.322,2.646,3.374,2.224,2.109
COG0555,0.153,0.614,1.774,1.139,0.576,0.56
COG0556,3.156,2.84,4.638,3.92,3.638,3.196
COG0557,0.147,0.195,0.477,1.348,0.975,0.584
COG0558,1.565,1.161,2.619,1.54,2.103,1.525
COG0559,9.6,9.428,6.663,9.531,6.714,7.661
COG0560,0.484,0.44,1.456,2.003,1.836,0.839
COG0562,0.217,0.234,0.25,0.0,0.21,0.0
COG0563,0.704,0.532,1.383,1.312,1.096,0.246
COG0564,1.536,2.26,2.214,3.004,3.443,1.348
COG0565,0.325,0.374,0.739,0.929,0.741,0.24
COG0566,1.938,1.653,2.626,2.606,2.425,1.508
COG0567,2.233,2.209,2.791,2.867,2.195,1.406
COG0568,13.317,13.252,16.088,13.839,13.311,11.903
COG0569,1.599,1.55,2.304,1.486,0.694,0.756
COG0571,1.351,1.718,2.387,1.431,1.353,1.195
COG0572,0.454,0.219,0.488,0.764,0.871,0.329
COG0573,0.093,0.303,1.041,0.551,0.179,0.102
COG0574,3.84,3.108,5.211,3.498,2.531,2.614
COG0575,0.258,0.514,0.569,0.476,0.539,0.508
COG0576,0.979,0.692,0.646,0.072,0.778,0.424
COG0577,6.098,6.29,5.387,7.669,5.956,6.964
COG0578,0.656,0.661,0.359,1.114,1.344,1.156
COG0579,0.447,0.544,0.514,0.633,0.737,0.73
COG0580,4.47,4.843,3.196,4.073,3.528,3.001
COG0581,1.045,0.801,1.091,0.988,0.147,0.356
COG0582,8.692,6.798,7.242,8.606,8.296,9.771
COG0583,3.536,4.277,4.187,5.314,4.395,4.676
COG0584,0.412,0.409,0.194,0.518,0.384,0.369
COG0585,0.0,0.0,0.966,1.118,1.587,0.416
COG0586,0.453,0.108,0.995,1.321,1.261,0.753
COG0587,1.99,2.35,2.782,2.229,2.104,1.533
COG0588,1.308,1.428,1.316,1.468,0.834,1.316
COG0589,0.557,0.547,1.601,1.606,1.793,0.712
COG0590,2.529,3.35,2.021,3.075,2.41,2.142
COG0591,2.516,2.72,2.768,2.875,2.453,2.33
COG0592,2.093,1.623,3.081,3.051,2.394,1.925
COG0593,3.224,2.859,2.949,3.08,2.19,2.899
COG0594,0.0,0.1,0.374,0.0,0.0,0.0
COG0595,1.982,1.253,3.484,2.399,2.309,1.29
COG0596,5.169,4.893,5.106,5.063,5.036,4.588
COG0597,0.116,0.0,0.469,0.323,0.458,0.55
COG0598,0.166,0.227,0.349,0.586,0.124,0.525
COG0599,1.947,1.895,3.274,1.44,2.24,1.669
COG0600,5.013,5.642,4.567,5.367,4.338,5.664
COG0601,5.07,4.215,3.432,4.494,4.087,5.193
COG0602,0.35,0.735,1.295,1.013,1.66,0.699
COG0603,1.02,1.233,2.453,1.99,2.871,1.945
COG0604,19.343,21.161,22.077,21.459,24.019,24.221
COG0605,2.666,2.106,3.237,3.665,2.811,2.105
COG0606,3.082,2.52,2.789,3.084,2.248,2.723
COG0607,4.506,3.221,6.84,4.851,3.967,3.702
COG0608,1.311,1.369,1.274,1.011,1.248,1.028
COG0609,0.0,0.0,0.103,0.187,0.418,0.0
COG0610,0.0,0.0,0.351,0.141,0.135,0.074
COG0611,0.0,0.135,0.194,0.51,0.182,0.12
COG0612,2.261,1.449,3.787,4.006,3.509,2.101
COG0613,0.281,0.585,1.69,0.83,1.29,0.487
COG0614,0.144,0.11,0.31,0.0,0.251,0.0
COG0615,0.075,0.0,0.093,0.0,0.0,0.0
COG0616,0.464,0.38,0.497,0.203,0.538,0.268
COG0617,0.749,0.525,0.756,0.651,0.545,0.599
COG0618,0.433,0.394,1.069,1.101,0.25,0.324
COG0619,0.0,0.0,0.0,0.0,0.0,0.166
COG0620,2.686,2.057,2.048,2.536,2.586,2.073
COG0621,4.477,4.563,5.566,6.511,5.946,3.97
COG0622,0.575,0.166,0.881,0.098,0.319,0.043
COG0623,4.493,3.99,3.461,4.524,3.241,3.345
COG0624,8.464,8.645,7.459,9.747,8.173,7.859
COG0625,2.537,1.937,1.825,2.649,1.901,1.933
COG0626,2.68,2.943,4.716,5.048,3.613,2.866
COG0627,0.0,0.0,0.172,0.0,0.0,0.0
COG0628,0.418,0.501,0.34,0.523,0.883,0.579
COG0629,1.728,0.544,1.371,1.63,2.355,0.541
COG0631,0.362,1.065,0.571,1.537,1.438,1.265
COG0632,3.277,3.45,2.897,1.977,2.182,2.492
COG0633,2.949,3.403,2.141,2.076,2.176,1.692
COG0634,1.243,1.891,2.446,2.801,2.004,1.267
COG0635,1.313,1.531,1.147,1.416,1.114,1.183
COG0636,2.488,1.926,2.889,2.482,1.99,2.119
COG0637,0.146,0.449,0.855,0.172,0.455,0.0
COG0638,0.299,0.232,0.631,0.256,0.092,0.283
COG0639,1.19,1.718,1.45,1.828,2.087,0.662
COG0640,9.084,9.516,12.889,9.724,11.785,9.635
COG0641,0.499,0.269,0.483,0.701,0.842,0.441
COG0642,5.388,4.933,6.025,6.697,6.447,4.905
COG0643,0.192,0.219,0.401,1.071,1.14,0.223
COG0644,2.413,2.13,3.724,2.829,2.204,1.907
COG0645,0.569,1.088,0.646,0.336,0.0,0.303
COG0646,3.135,2.681,3.057,3.088,3.197,1.934
COG0647,0.864,0.664,1.167,0.748,0.366,0.651
COG0648,0.0,0.156,0.533,0.453,0.493,0.07
COG0649,11.682,11.242,10.425,11.216,12.281,11.694
COG0650,0.228,0.351,0.941,1.389,1.511,0.581
COG0651,0.15,0.32,0.709,1.06,1.086,0.462
COG0652,4.026,4.308,4.39,6.141,4.871,3.363
COG0653,3.146,3.65,3.774,4.014,2.847,2.795
COG0654,1.928,2.659,2.524,1.664,2.029,1.542
COG0655,1.072,1.106,1.416,0.694,0.649,0.89
COG0656,0.899,0.811,0.869,0.793,0.424,0.654
COG0657,1.493,1.987,2.48,2.486,3.273,2.314
COG0658,0.0,0.0,0.139,0.0,0.0,0.0
COG0659,6.165,6.283,4.599,5.308,5.912,7.705
COG0661,1.889,2.031,2.939,2.415,1.846,1.466
COG0662,0.626,0.369,1.014,1.826,1.575,0.768
COG0663,0.067,0.0,0.626,0.501,0.113,0.328
COG0664,3.176,3.61,4.545,3.709,2.551,4.982
COG0665,0.204,0.296,0.538,0.536,0.704,0.428
COG0666,0.0,0.111,0.084,0.186,0.0,0.127
COG0667,7.946,7.06,11.108,8.134,8.479,6.915
COG0668,0.278,0.284,0.0,0.284,0.0,0.121
COG0669,1.643,1.875,2.095,2.449,2.368,1.923
COG0670,0.043,0.086,0.0,0.0,0.109,0.204
COG0671,0.106,0.347,0.178,0.357,0.109,0.167
COG0672,0.0,0.0,0.0,0.083,0.0,0.0
COG0673,10.489,9.503,11.435,11.862,11.402,12.386
COG0674,4.26,3.399,6.974,5.767,6.084,3.598
COG0675,1.908,1.009,8.509,2.383,3.819,2.501
COG0677,2.967,3.442,3.029,2.831,2.363,2.137
COG0678,0.416,0.081,0.0,0.0,0.0,0.0
COG0680,0.0,0.0,0.237,0.175,0.0,0.0
COG0681,2.224,2.305,1.935,2.219,1.684,1.458
COG0682,0.465,0.284,0.389,0.256,0.591,0.25
COG0683,7.295,6.45,5.837,7.4,6.181,6.883
COG0684,1.715,2.36,2.029,2.781,2.341,1.151
COG0685,0.967,0.698,0.918,1.472,1.152,1.454
COG0686,2.875,2.908,3.239,2.017,1.464,1.456
COG0687,0.598,0.838,0.819,0.789,0.672,0.457
COG0688,0.868,1.182,0.982,1.109,1.144,0.141
COG0689,5.244,5.609,5.795,4.889,4.103,4.245
COG0690,0.177,0.0,0.179,0.32,0.178,0.192
COG0691,3.001,4.21,2.368,2.262,2.968,3.135
COG0692,1.094,0.844,1.077,1.167,0.936,0.491
COG0693,2.693,1.753,4.643,2.354,2.375,3.77
COG0694,0.317,0.155,0.103,0.188,0.188,0.154
COG0695,0.709,0.504,0.502,0.321,0.501,0.25
COG0696,0.569,0.421,1.394,1.001,0.725,0.324
COG0697,0.941,1.298,0.846,1.335,1.066,0.809
COG0698,0.764,1.87,1.732,2.415,2.52,1.166
COG0700,0.0,0.0,0.175,0.463,0.304,0.0
COG0701,0.37,0.236,1.048,0.584,0.371,0.206
COG0702,0.894,0.594,0.898,0.911,0.369,0.593
COG0703,0.0,0.07,0.237,0.441,0.078,0.162
COG0704,1.394,1.783,1.29,2.35,1.806,1.939
COG0705,0.21,0.209,0.112,0.336,0.152,0.192
COG0706,0.093,0.127,0.047,0.09,0.28,0.05
COG0707,0.86,0.451,1.706,1.661,1.798,2.495
COG0708,1.616,1.053,1.422,1.478,1.071,1.303
COG0709,0.568,0.422,1.773,1.315,1.088,0.685
COG0710,0.544,0.418,0.47,0.562,0.477,0.513
COG0711,0.0,0.442,0.127,0.164,0.0,0.0
COG0712,0.233,0.266,0.929,0.756,0.46,0.155
COG0713,6.832,6.279,9.326,7.4,7.078,6.673
COG0714,17.838,18.768,19.225,20.113,15.388,15.5
COG0715,3.778,3.364,1.61,2.538,3.423,2.891
COG0717,4.184,4.754,7.255,3.162,3.704,3.909
COG0718,0.7,0.647,1.638,1.688,1.312,0.816
COG0719,8.446,7.86,11.108,6.986,7.336,6.916
COG0720,1.362,0.776,1.66,3.156,2.832,0.89
COG0721,0.765,1.009,1.86,1.325,0.967,0.976
COG0722,0.074,0.072,0.303,0.483,0.435,0.0
COG0723,1.551,1.755,1.348,2.618,1.733,1.865
COG0724,2.671,1.565,2.012,2.242,2.972,2.04
COG0725,0.064,0.432,0.498,0.0,0.073,0.64
COG0726,0.634,0.678,0.752,1.069,0.633,1.007
COG0727,0.186,0.207,0.101,0.0,0.042,0.09
COG0728,0.896,0.512,0.698,1.287,1.04,1.348
COG0730,0.944,1.088,1.318,1.621,1.679,1.304
COG0735,3.763,4.204,5.33,3.789,2.435,2.506
COG0736,0.256,1.591,0.906,1.633,1.22,0.904
COG0737,0.253,0.0,0.155,0.329,0.0,0.15
COG0738,0.347,0.466,0.568,0.729,0.432,0.478
COG0739,0.908,0.502,0.495,1.159,1.563,1.103
COG0740,9.514,7.817,12.812,8.688,8.581,7.502
COG0741,0.581,0.441,1.042,0.903,1.145,0.843
COG0742,0.299,0.567,0.092,0.65,0.758,0.197
COG0743,0.776,1.346,1.404,0.929,1.203,1.101
COG0744,0.531,0.617,0.734,0.797,1.104,0.736
COG0745,37.236,37.284,35.765,32.835,29.401,32.19
COG0747,1.265,1.66,0.67,1.336,1.19,1.629
COG0748,0.0,0.25,0.0,0.132,0.063,0.135
COG0749,0.4,0.34,1.33,1.21,1.351,0.603
COG0750,0.259,0.45,0.241,0.637,0.671,0.48
COG0751,0.812,0.622,0.912,1.316,1.614,0.584
COG0752,3.445,2.901,2.677,3.866,4.173,3.182
COG0753,0.052,0.332,0.318,0.185,0.163,0.075
COG0754,0.375,0.441,0.417,0.439,0.608,0.524
COG0755,1.918,1.883,1.92,2.027,2.116,1.753
COG0756,1.364,1.63,2.081,1.947,1.67,1.181
COG0757,1.454,1.815,0.975,1.393,0.629,1.503
COG0758,0.795,0.853,0.523,1.097,1.077,0.92
COG0759,0.453,0.625,0.919,0.662,0.97,1.09
COG0760,0.266,0.083,0.335,0.274,0.392,1.039
COG0761,4.385,4.537,4.23,4.78,4.631,4.251
COG0762,0.625,0.679,0.509,0.386,0.294,0.473
COG0763,0.407,0.318,0.958,1.013,1.246,0.617
COG0764,2.097,2.273,1.974,2.779,1.965,2.177
COG0765,2.475,2.418,1.394,2.278,1.358,2.508
COG0766,5.194,5.134,6.618,5.172,4.918,4.141
COG0767,1.98,2.683,4.863,3.414,2.262,1.561
COG0768,1.523,1.716,1.727,1.681,1.928,1.811
COG0769,0.756,0.471,1.315,0.901,0.712,0.333
COG0770,0.097,0.552,0.608,0.83,0.906,0.325
COG0771,1.134,0.995,1.086,1.081,1.619,1.183
COG0772,2.303,2.372,2.98,3.158,3.372,2.234
COG0773,3.762,3.433,3.971,4.139,4.246,3.474
COG0774,0.949,0.82,2.105,1.835,1.955,1.46
COG0775,0.309,0.328,0.0,0.0,0.112,0.452
COG0776,14.034,16.814,15.876,19.469,18.087,13.96
COG0777,1.862,2.233,1.916,2.319,1.929,2.402
COG0778,0.555,0.48,1.229,0.67,0.984,1.029
COG0779,0.551,0.847,1.018,1.296,0.736,1.269
COG0780,0.926,1.992,1.51,2.556,2.671,1.267
COG0781,2.275,2.291,2.364,2.031,1.671,0.858
COG0782,4.65,4.125,4.635,6.002,4.944,5.837
COG0783,0.329,0.605,0.067,0.336,0.45,0.546
COG0784,2.102,3.149,4.099,3.768,4.291,2.716
COG0785,0.272,0.381,0.207,0.0,0.0,0.157
COG0786,0.0,0.0,0.166,0.0,0.0,0.168
COG0787,0.215,0.336,0.512,0.46,0.259,0.38
COG0788,0.957,0.996,1.131,1.303,1.432,0.647
COG0789,3.175,2.297,5.61,3.553,3.156,2.212
COG0790,0.077,0.217,0.165,0.182,0.214,0.083
COG0791,0.0,0.199,0.135,0.323,0.0,0.253
COG0792,0.073,0.0,0.266,0.185,0.108,0.0
COG0793,3.736,4.051,3.194,3.835,3.714,4.997
COG0794,0.661,1.041,1.339,1.309,1.63,0.594
COG0795,0.203,0.0,0.0,0.134,0.148,0.103
COG0796,0.083,0.456,0.705,0.568,0.572,0.253
COG0797,0.098,0.28,0.049,0.934,0.046,0.058
COG0798,0.387,0.154,0.948,0.823,0.729,0.552
COG0799,0.572,0.112,1.261,0.947,0.524,0.216
COG0800,0.41,0.374,0.445,0.451,0.335,0.648
COG0801,0.326,0.083,0.626,0.126,0.311,0.073
COG0802,0.162,0.075,0.664,0.526,0.623,0.436
COG0803,0.487,0.406,0.37,0.67,0.491,0.532
COG0804,2.443,2.545,2.363,2.271,2.029,2.505
COG0805,0.81,0.433,0.922,1.144,0.766,0.587
COG0806,0.0,0.081,0.105,0.068,0.0,0.0
COG0807,2.647,2.526,4.908,3.868,3.485,2.165
COG0809,0.592,0.661,0.78,1.616,1.401,0.524
COG0811,2.049,1.994,4.058,3.288,4.664,3.159
COG0812,0.173,0.181,0.723,0.696,0.707,0.573
COG0813,0.0,0.0,0.091,0.0,0.0,0.0
COG0815,0.351,0.0,0.161,0.223,0.131,0.276
COG0816,1.218,1.431,0.917,1.237,1.032,0.791
COG0817,0.531,0.401,0.531,1.121,0.425,0.373
COG0818,0.076,0.0,0.042,0.0,0.0,0.0
COG0819,0.474,0.451,0.089,0.349,0.052,0.293
COG0820,2.579,2.918,4.606,3.673,4.158,3.062
COG0821,4.597,4.864,6.134,5.087,5.095,3.091
COG0822,3.278,2.393,3.39,3.377,2.551,1.852
COG0823,0.83,0.831,1.12,0.616,1.217,1.292
COG0824,0.451,0.862,0.238,0.749,0.186,0.349
COG0825,1.753,1.357,1.865,2.76,2.299,1.739
COG0826,0.231,0.444,0.246,0.298,0.209,0.338
COG0827,0.0,0.0,0.0,0.0,0.134,0.0
COG0828,7.893,8.39,4.003,5.78,5.494,5.971
COG0829,0.0,0.069,0.15,0.282,0.0,0.0
COG0831,3.384,3.934,3.328,3.526,3.023,3.079
COG0832,2.758,2.934,1.688,2.225,1.646,1.735
COG0834,1.825,1.974,1.158,1.118,1.471,1.547
COG0835,0.696,0.604,0.836,0.521,0.971,0.561
COG0836,0.48,0.909,1.033,1.769,1.304,1.162
COG0838,3.321,2.458,3.53,3.779,3.907,2.508
COG0839,1.337,0.205,1.102,1.402,1.261,0.722
COG0840,0.308,0.0,0.822,0.516,0.302,0.225
COG0841,17.735,17.144,17.579,20.832,18.227,18.661
COG0842,5.397,6.059,6.61,5.878,5.324,4.78
COG0843,11.052,9.7,10.407,8.773,6.71,6.891
COG0845,2.154,2.291,2.44,2.826,3.604,2.82
COG0846,0.68,0.895,0.723,1.118,1.107,1.282
COG0847,0.784,0.42,0.209,0.382,0.331,0.482
COG0848,0.879,0.894,2.175,1.558,1.204,0.608
COG0849,1.506,1.341,1.179,1.748,0.681,1.52
COG0850,0.0,0.0,0.0,0.0,0.0,0.099
COG0851,0.606,1.163,0.488,0.386,0.483,0.417
COG0852,1.312,2.021,2.831,3.434,2.554,1.66
COG0853,0.718,0.911,3.014,2.08,1.801,0.989
COG0854,0.254,0.501,1.033,1.669,1.332,0.454
COG0855,2.422,2.328,1.801,2.993,2.068,2.581
COG0856,0.0,0.0,0.0,0.089,0.0,0.0
COG0857,0.214,0.316,0.398,0.459,0.528,0.447
COG0858,1.6,1.605,1.611,1.725,1.947,1.322
COG0859,0.415,0.255,0.457,0.529,0.399,0.31
COG0860,0.243,0.0,0.666,0.194,0.527,0.0
COG0861,0.684,0.342,0.505,0.471,1.381,0.612
COG0863,2.062,2.054,2.325,2.384,3.223,3.242
COG0864,0.711,0.722,2.067,1.955,2.182,0.953
COG1001,0.66,0.956,0.501,0.526,0.289,0.591
COG1002,0.0,0.0,0.0,0.0,0.0,0.191
COG1003,2.507,2.61,3.694,3.001,2.779,2.502
COG1004,2.93,3.199,3.861,3.106,3.126,2.234
COG1005,3.538,3.575,4.298,4.121,3.507,2.878
COG1007,1.321,1.218,1.896,2.599,1.936,0.897
COG1008,2.59,2.541,3.08,3.849,4.352,3.799
COG1009,1.082,0.851,2.403,2.868,2.99,1.363
COG1010,0.143,0.0,0.169,0.0,0.148,0.309
COG1011,1.548,1.51,1.35,0.977,1.186,1.171
COG1012,11.59,13.58,17.685,13.163,10.186,12.619
COG1013,4.354,3.316,6.902,6.457,5.874,4.654
COG1014,4.064,3.624,7.115,8.345,7.533,4.198
COG1015,0.587,0.457,1.216,1.685,1.285,0.552
COG1017,0.092,0.098,0.0,0.0,0.0,0.101
COG1018,2.294,1.951,2.768,3.0,3.019,1.836
COG1020,0.127,0.0,0.0,0.0,0.0,0.0
COG1022,0.617,0.636,1.309,1.747,1.788,0.656
COG1023,1.405,1.544,1.653,2.081,2.656,1.916
COG1024,10.369,10.894,10.827,9.593,8.174,9.08
COG1027,2.45,2.385,1.525,3.998,3.994,2.945
COG1028,12.289,12.782,11.891,10.657,8.207,10.364
COG1030,0.155,0.0,0.223,0.405,0.287,0.341
COG1032,7.712,7.521,10.501,10.881,9.343,7.276
COG1033,0.45,0.651,0.508,0.463,0.268,0.404
COG1034,1.717,2.117,2.511,2.623,1.838,2.27
COG1035,0.0,0.0,0.113,0.0,0.0,0.0
COG1036,0.109,0.095,0.0,0.0,0.097,0.182
COG1038,0.724,0.548,1.264,1.097,1.177,0.772
COG1039,0.154,0.0,0.0,0.0,0.37,0.184
COG1040,0.05,0.218,0.421,0.045,0.093,0.0
COG1042,0.941,1.276,1.557,1.332,1.006,1.577
COG1043,0.832,0.428,0.531,0.611,0.77,0.439
COG1044,0.696,1.218,0.824,1.114,0.882,0.347
COG1045,2.133,2.945,2.691,2.988,2.302,1.7
COG1047,0.286,0.102,0.139,0.0,0.0,0.222
COG1048,3.286,3.262,4.334,2.833,2.709,2.235
COG1049,0.0,0.0,0.5,0.521,0.704,0.382
COG1051,0.901,0.465,1.985,0.713,1.201,1.245
COG1052,1.293,1.574,1.564,1.117,0.985,0.68
COG1053,6.545,5.442,6.774,6.678,5.525,4.562
COG1054,0.105,0.0,0.083,0.06,0.195,0.0
COG1055,0.17,0.435,0.889,0.72,0.662,0.337
COG1057,0.261,0.181,0.498,0.788,0.791,0.242
COG1058,0.608,0.601,1.464,1.356,2.135,0.668
COG1060,4.263,4.931,6.972,6.868,6.878,4.3
COG1061,0.673,0.916,1.756,0.929,0.833,0.272
COG1062,4.469,4.86,4.263,4.234,3.596,3.402
COG1063,9.364,8.184,15.663,10.854,9.52,9.069
COG1064,2.192,2.574,3.731,2.942,3.49,2.361
COG1066,2.175,2.329,2.821,2.277,2.395,1.545
COG1067,0.0,0.0,0.0,0.127,0.118,0.0
COG1069,0.434,0.463,0.45,0.47,0.501,0.625
COG1070,0.715,0.446,1.591,1.522,1.07,1.252
COG1071,3.844,3.732,4.895,4.065,2.641,3.02
COG1072,0.898,0.686,0.577,0.927,0.537,0.798
COG1073,1.676,1.281,1.697,1.949,1.527,1.411
COG1074,0.123,0.349,0.114,0.42,0.245,0.315
COG1075,0.0,0.0,0.0,0.167,0.0,0.132
COG1076,0.0,0.0,0.0,0.0,0.794,0.061
COG1077,9.903,9.923,12.831,10.143,9.86,9.885
COG1079,0.252,0.268,0.321,0.433,0.191,0.0
COG1080,0.451,0.374,0.752,1.003,1.011,0.457
COG1082,5.019,3.479,4.12,3.146,3.6,4.635
COG1085,0.522,0.57,1.453,1.463,1.735,0.939
COG1086,1.826,1.713,2.058,1.424,0.916,1.251
COG1087,0.745,0.675,1.281,0.945,0.902,0.633
COG1088,2.039,2.483,2.789,1.601,1.397,1.648
COG1089,3.411,2.621,3.32,3.292,2.693,1.707
COG1090,0.0,0.161,0.145,0.197,0.163,0.0
COG1091,0.462,0.514,0.435,0.447,0.891,0.454
COG1092,0.354,0.565,1.404,2.656,2.799,0.887
COG1094,0.0,0.0,0.0,0.0,0.071,0.0
COG1099,0.251,0.574,0.314,0.465,0.161,0.532
COG1100,1.376,1.656,4.209,3.844,3.285,3.049
COG1101,0.0,0.145,0.0,0.0,0.0,0.0
COG1104,1.065,0.893,1.99,2.06,2.453,1.8
COG1105,0.378,0.517,0.46,0.289,0.0,0.413
COG1108,1.372,2.185,1.738,1.832,1.682,1.436
COG1109,5.671,4.023,6.066,6.68,6.227,4.426
COG1112,0.0,0.0,0.224,0.509,0.288,0.0
COG1113,0.0,0.0,0.255,0.0,0.114,0.0
COG1116,5.856,4.591,7.439,7.337,5.628,5.559
COG1117,2.703,3.066,3.619,2.881,2.778,2.652
COG1118,0.606,0.407,1.105,0.89,0.905,0.585
COG1119,0.79,0.613,0.427,0.337,0.238,0.14
COG1120,0.093,0.0,0.187,0.281,0.296,0.0
COG1121,0.541,0.157,0.64,0.36,0.507,0.28
COG1122,0.074,0.588,0.698,0.171,0.15,0.0
COG1123,0.111,0.153,0.363,0.0,0.13,0.095
COG1125,0.0,0.36,0.501,0.108,0.0,0.325
COG1126,3.161,2.977,2.47,1.673,1.48,1.719
COG1127,3.498,2.831,4.755,3.555,3.682,2.962
COG1129,0.986,1.048,2.125,1.313,1.161,1.451
COG1131,24.366,24.057,26.431,25.403,22.672,19.705
COG1132,7.986,7.1,7.855,8.35,6.542,6.131
COG1134,0.779,0.67,1.425,1.283,0.958,1.202
COG1136,11.583,11.994,16.538,18.115,17.227,13.833
COG1137,1.764,1.604,2.163,2.308,2.773,1.773
COG1138,0.887,0.772,0.953,0.946,0.545,0.687
COG1139,0.469,0.478,1.323,0.654,1.111,0.799
COG1140,7.32,7.5,3.159,3.214,2.042,3.708
COG1141,0.198,0.194,0.0,0.212,0.0,0.051
COG1142,0.0,0.109,0.684,0.508,0.318,0.379
COG1143,5.183,7.872,5.656,6.396,5.598,5.403
COG1144,0.592,0.849,0.512,0.678,0.549,0.762
COG1145,1.288,1.139,1.954,1.75,1.752,1.723
COG1146,7.408,6.075,7.295,6.619,4.419,5.415
COG1148,0.231,0.0,0.34,0.559,0.335,0.097
COG1150,0.064,0.0,0.277,0.185,0.0,0.106
COG1151,0.0,0.0,0.253,0.106,0.164,0.0
COG1153,0.0,0.0,0.0,0.14,0.0,0.0
COG1154,3.03,2.986,3.857,3.362,2.595,2.997
COG1155,0.0,0.0,0.424,0.803,0.55,0.0
COG1156,0.0,0.0,0.537,0.702,0.572,0.17
COG1157,1.67,1.746,2.338,1.427,1.305,0.877
COG1158,6.726,5.476,8.537,8.348,8.607,6.463
COG1159,0.996,0.658,1.69,1.975,1.312,0.721
COG1160,2.04,1.926,2.802,2.422,2.056,1.421
COG1162,0.146,0.074,0.311,0.964,0.838,0.189
COG1163,0.0,0.0,0.12,0.271,0.0,0.181
COG1164,0.419,0.666,0.669,0.558,0.29,0.399
COG1166,2.291,2.255,3.144,3.093,3.172,2.612
COG1167,0.841,0.35,1.893,0.485,0.622,0.576
COG1169,0.0,0.229,0.0,0.0,0.0,0.0
COG1171,1.84,1.685,2.409,2.888,2.88,3.112
COG1172,1.073,1.47,1.431,1.27,0.832,0.961
COG1173,2.394,1.245,2.006,1.786,2.34,1.948
COG1174,0.657,0.508,0.236,0.0,0.322,0.19
COG1175,3.747,4.538,4.776,4.777,3.902,3.551
COG1176,1.105,1.509,1.67,1.3,1.366,1.376
COG1177,2.049,1.554,1.684,1.389,0.928,1.555
COG1178,0.558,0.611,0.259,0.432,0.54,0.889
COG1179,0.0,0.0,0.0,0.0,0.37,0.0
COG1180,3.476,3.212,1.759,3.803,3.687,4.538
COG1181,0.308,0.45,1.736,1.989,1.842,1.051
COG1182,0.0,0.226,0.0,0.0,0.12,0.097
COG1183,0.448,0.434,1.009,1.307,1.388,0.862
COG1185,1.865,2.329,4.275,3.353,3.081,2.43
COG1186,2.045,2.204,3.803,3.103,2.969,1.427
COG1187,0.273,0.357,0.851,0.95,1.128,0.279
COG1188,0.091,0.087,0.0,0.123,0.113,0.206
