# Gene Family,P1,P2,P3,P4,P5,P6
K17228,0.828,0.785,0.578,1.144,1.149,1.182
K17237,0.335,0.249,0.0,0.0,0.0,0.0
K17240,0.0,0.0,0.0,0.085,0.0,0.0
K17246,0.0,0.0,0.0,0.0,0.0,0.072
K17247,0.444,0.297,0.433,0.147,0.497,0.459
K17266,0.0,0.171,0.231,0.0,0.143,0.0
K17285,5.897,6.48,4.625,6.03,5.889,5.899
K17315,0.202,0.1,0.0,0.0,0.249,0.0
K17316,0.188,0.142,0.113,0.0,0.095,0.179
K17317,0.524,0.555,0.464,0.547,0.665,0.835
K17320,0.081,0.0,0.0,0.0,0.0,0.0
K17321,0.354,0.567,0.276,0.269,0.339,0.395
K17322,0.073,0.196,0.048,0.106,0.089,0.075
K17323,1.378,1.588,0.774,1.197,0.796,1.01
K17324,0.144,0.155,0.178,0.124,0.094,0.248
K17325,0.24,0.098,0.249,0.241,0.0,0.096
K17330,0.0,0.0,0.0,0.089,0.0,0.0
K17331,0.089,0.0,0.139,0.087,0.18,0.0
K17364,0.0,0.0,0.0,0.098,0.0,0.109
K17462,0.059,0.0,0.0,0.0,0.0,0.0
K17472,0.0,0.0,0.087,0.0,0.0,0.0
K17484,0.131,0.0,0.0,0.0,0.0,0.0
K17489,1.685,1.59,2.732,1.962,1.924,2.146
K17490,0.0,0.0,0.0,0.0,0.0,0.111
K17662,0.0,0.085,0.0,0.0,0.0,0.0
K17675,0.721,0.609,0.33,0.535,0.255,0.438
K17686,1.984,1.132,2.174,1.761,1.754,1.942
K17713,0.0,0.099,0.0,0.0,0.0,0.0
K17716,0.0,0.0,0.19,0.357,0.197,0.202
K17722,0.178,0.386,0.197,0.3,0.201,0.431
K17723,1.866,1.543,0.754,1.447,1.31,1.563
K17734,0.0,0.191,0.191,0.0,0.216,0.161
K17752,0.568,0.495,0.0,0.173,0.098,0.102
K17758,0.211,0.229,0.643,0.321,0.0,0.281
K17759,0.0,0.229,0.44,0.321,0.0,0.166
K17760,0.0,0.101,0.0,0.0,0.183,0.0
K17762,1.33,1.775,1.127,0.851,0.588,0.835
K17763,0.188,0.633,0.676,0.676,0.423,0.665
K17828,3.591,3.863,3.867,2.974,2.398,2.945
K17829,1.114,1.302,1.274,1.015,0.0,0.319
K17836,0.165,0.0,0.108,0.284,0.331,0.418
K17837,0.236,0.296,0.199,0.169,0.324,0.094
K17838,0.12,0.113,0.112,0.0,0.0,0.082
K17840,0.0,0.0,0.183,0.0,0.0,0.0
K17865,3.381,2.33,1.819,2.254,1.379,3.17
K17892,0.404,0.169,0.236,0.0,0.165,0.495
K17947,0.193,0.274,0.609,0.0,0.205,0.0
K17950,0.168,0.242,0.091,0.148,0.0,0.11
K18005,0.0,0.0,0.0,0.195,0.0,0.0
K18006,0.0,0.0,0.0,0.102,0.0,0.0
K18007,0.234,0.203,0.834,0.808,0.461,0.075
K18011,0.24,0.413,1.293,1.44,1.541,0.575
K18012,0.122,0.148,0.712,0.854,0.702,0.233
K18013,0.433,0.637,0.553,1.311,0.908,0.504
K18014,0.074,0.0,1.144,1.075,1.447,0.544
K18028,3.589,3.475,2.134,3.878,4.429,5.888
K18029,11.791,9.283,6.499,8.935,8.924,9.16
K18030,0.0,0.149,0.0,0.0,0.0,0.117
K18067,0.0,0.0,0.108,0.0,0.0,0.0
K18068,4.549,4.305,2.321,3.257,3.246,4.032
K18096,0.0,0.0,0.08,0.0,0.0,0.0
K18098,0.0,0.0,0.0,0.0,0.103,0.0
K18104,0.033,0.0,0.0,0.0,0.0,0.0
K18118,0.0,0.0,0.912,0.812,1.086,0.0
K18123,0.243,0.312,0.372,0.215,0.194,0.399
K18138,2.537,1.897,3.163,4.2,4.341,2.973
K18139,0.765,0.452,0.635,1.318,0.529,0.71
K18151,0.0,0.0,0.0,0.0,0.137,0.0
K18199,0.292,0.108,0.0,0.086,0.0,0.0
K18220,0.0,0.0,0.093,0.0,0.0,0.0
K18223,0.951,0.821,1.024,0.575,0.467,0.432
K18224,0.693,0.425,0.45,0.54,0.342,0.13
K18225,0.087,0.0,0.175,0.0,0.0,0.095
K18226,0.421,0.586,0.457,0.21,0.394,0.332
K18232,0.222,0.0,0.0,0.0,0.0,0.0
K18233,0.0,0.0,0.091,0.067,0.0,0.0
K18235,1.336,1.468,0.651,1.315,2.288,1.864
K18244,0.0,0.0,0.101,0.0,0.0,0.0
K18277,0.0,0.077,0.0,0.053,0.0,0.0
K18285,2.702,2.79,4.14,3.954,3.434,2.476
K18287,0.067,0.0,0.0,0.0,0.0,0.0
K18290,0.0,0.128,0.073,0.083,0.149,0.337
K18298,0.0,0.231,0.276,0.32,0.235,0.379
K18299,6.755,5.807,9.282,6.655,7.139,8.152
K18307,0.448,0.275,0.302,0.298,0.168,0.223
K18330,0.0,0.0,0.0,0.072,0.0,0.0
K18333,0.0,0.0,0.0,0.0,0.179,0.0
K18334,0.249,0.264,0.181,0.0,0.0,0.0
K18335,0.328,1.064,0.222,0.502,0.115,0.786
K18337,0.0,0.0,0.0,0.0,0.0,0.073
K18351,0.075,0.077,0.22,0.0,0.0,0.112
K18352,2.441,2.735,2.567,2.26,1.066,1.475
K18364,0.0,0.0,0.0,0.0,0.0,0.077
K18366,0.0,0.0,0.0,0.0,0.0,0.242
K18369,0.378,0.35,0.585,0.355,0.561,0.0
K18372,0.678,0.617,0.355,0.446,0.249,0.391
K18382,0.156,0.157,0.121,0.0,0.0,0.349
K18383,1.102,1.038,0.673,0.941,0.532,0.445
K18425,0.424,0.431,0.0,0.255,0.0,0.277
K18455,0.74,0.61,0.837,0.4,0.251,0.433
K18472,0.351,0.392,0.565,0.111,0.32,0.157
K18480,0.0,0.0,0.0,0.127,0.0,0.0
K18481,0.0,0.0,0.0,0.077,0.0,0.0
K18532,0.0,0.0,0.0,0.0,0.0,0.08
K18547,0.0,0.0,0.151,0.0,0.0,0.0
K18554,0.0,0.0,0.089,0.0,0.109,0.0
K18581,0.24,0.272,0.31,0.188,0.0,0.166
K18588,0.084,0.0,0.074,0.115,0.178,0.176
K18593,0.0,0.0,0.163,0.0,0.0,0.0
K18594,0.0,0.0,0.295,0.0,0.0,0.0
K18601,0.0,0.0,0.168,0.0,0.0,0.0
K18602,0.237,0.0,0.301,0.075,0.13,0.095
K18603,0.101,0.0,0.149,0.0,0.0,0.0
K18604,0.127,0.0,0.284,0.0,0.0,0.0
K18640,0.0,0.0,0.111,0.0,0.0,0.0
K18661,0.964,0.679,0.923,0.78,0.594,0.856
K18676,2.125,2.372,0.699,2.069,1.596,1.655
K18682,0.953,1.046,1.774,0.987,1.072,0.802
K18687,0.0,0.0,0.113,0.0,0.0,0.0
K18688,0.0,0.0,0.193,0.0,0.0,0.019
K18700,0.189,0.0,0.0,0.134,0.0,0.0
K18702,0.0,0.138,0.0,0.0,0.0,0.0
K18707,1.587,1.298,1.39,1.454,1.299,1.54
K18778,0.0,0.0,0.0,0.0,0.0,0.161
K18786,0.0,0.0,0.0,0.169,0.0,0.0
K18816,0.52,0.553,0.505,0.419,0.219,0.378
K18827,0.267,0.429,0.387,0.294,0.343,0.299
K18828,0.347,0.0,0.861,0.287,0.648,0.781
K18829,1.406,0.442,0.728,0.52,0.858,0.385
K18831,0.35,0.244,0.403,0.252,0.14,0.117
K18841,0.125,0.362,0.036,0.181,0.543,0.18
K18842,0.0,0.0,0.038,0.061,0.028,0.092
K18843,0.148,0.094,0.159,0.219,0.18,0.0
K18855,0.088,0.0,0.0,0.0,0.0,0.0
K18889,0.672,0.627,0.663,0.496,0.318,0.645
K18890,0.346,0.323,0.447,0.503,0.583,0.613
K18893,1.908,1.631,0.901,1.482,1.706,1.62
K18902,0.0,0.0,0.0,0.078,0.0,0.274
K18910,0.703,0.413,0.688,0.605,0.372,0.401
K18911,0.0,0.0,0.204,0.129,0.0,0.0
K18912,0.2,0.0,0.449,0.078,0.257,0.0
K18913,0.0,0.0,0.086,0.0,0.0,0.0
K18917,0.347,0.583,0.35,0.194,0.0,0.12
K18918,0.0,0.09,0.0,0.0,0.077,0.0
K18923,0.0,0.0,0.0,0.087,0.0,0.0
K18928,1.181,1.394,2.263,1.608,1.191,1.056
K18929,0.55,0.354,1.628,1.041,1.265,0.586
K18930,0.0,0.0,0.0,0.0,0.235,0.0
K18933,0.0,0.0,0.0,0.079,0.0,0.0
K18939,0.0,0.0,0.0,0.159,0.0,0.0
K18954,1.491,1.374,0.987,1.507,0.984,0.829
K18955,8.009,9.195,9.991,8.131,4.802,5.853
K18956,0.0,0.0,0.118,0.055,0.0,0.0
K18957,0.0,0.0,0.0,0.07,0.0,0.0
K18958,0.357,0.098,0.889,0.467,0.562,0.214
K18979,1.122,1.416,1.04,0.732,1.402,1.213
K18981,1.245,1.119,0.212,1.138,0.823,0.666
K18983,0.235,0.128,0.092,0.267,0.0,0.135
K18989,0.887,0.615,0.575,0.535,0.675,0.382
K18991,0.0,0.0,0.0,0.0,0.0,0.104
K18996,0.0,0.0,0.0,0.132,0.0,0.0
K19055,0.0,0.1,0.485,0.417,0.436,0.268
K19075,0.297,0.0,0.252,0.0,0.223,0.3
K19092,0.086,0.0,0.0,0.0,0.0,0.0
K19118,0.193,0.0,0.226,0.0,0.0,0.0
K19119,0.0,0.085,0.071,0.0,0.0,0.093
K19131,0.162,0.0,0.0,0.0,0.151,0.0
K19140,0.255,0.324,0.163,0.244,0.183,0.247
K19144,0.157,0.0,0.213,0.0,0.0,0.171
K19155,0.0,0.0,0.0,0.0,0.079,0.0
K19157,0.025,0.0,0.0,0.0,0.0,0.082
K19158,0.341,0.195,0.303,0.191,0.282,0.045
K19159,0.259,0.129,0.239,0.672,0.0,0.307
K19164,0.0,0.0,0.0,0.0,0.0,0.098
K19166,0.546,0.545,0.489,0.578,0.688,0.604
K19221,1.99,2.22,2.712,1.418,1.762,1.19
K19244,2.146,1.601,0.615,0.964,1.714,2.344
K19246,0.088,0.104,0.0,0.0,0.099,0.118
K19265,0.527,0.461,0.947,0.162,0.0,0.195
K19270,0.0,0.0,0.078,0.0,0.0,0.0
K19286,0.109,0.209,0.0,0.0,0.0,0.0
K19294,0.0,0.0,0.0,0.173,0.0,0.0
K19295,0.0,0.0,0.0,0.277,0.0,0.0
K19302,0.5,0.527,1.228,0.455,0.392,0.3
K19311,0.0,0.0,0.064,0.0,0.0,0.0
K19336,0.078,0.0,0.0,0.0,0.0,0.0
K19338,0.347,0.613,0.156,0.284,0.117,0.21
K19339,0.135,0.185,0.171,0.0,0.0,0.189
K19340,0.0,0.0,0.048,0.498,0.185,0.0
K19341,0.215,0.0,0.098,0.572,0.597,0.396
K19342,0.063,0.0,0.032,0.0,0.0,0.0
K19343,0.17,0.181,0.195,0.259,0.211,0.247
K19344,0.0,0.0,0.0,0.0,0.0,0.111
K19345,0.184,0.139,0.208,0.429,0.397,0.402
K19405,1.27,1.132,0.873,0.382,0.789,0.707
K19411,1.356,0.744,1.428,0.569,0.505,0.672
K19416,0.0,0.086,0.0,0.0,0.0,0.204
K19418,0.0,0.0,0.172,0.132,0.0,0.0
K19495,0.0,0.0,0.0,0.0,0.0,0.087
K19515,0.0,0.0,0.0,0.078,0.0,0.0
K19577,0.0,0.0,0.141,0.0,0.188,0.126
K19580,0.0,0.0,0.167,0.0,0.0,0.0
K19586,0.0,0.0,0.319,0.375,0.291,0.347
K19628,0.088,0.0,0.186,0.101,0.0,0.0
K19640,0.0,0.0,0.0,0.308,0.0,0.0
K19641,0.0,0.0,0.32,0.205,0.0,0.0
K19645,0.0,0.099,0.0,0.0,0.0,0.0
K19661,0.0,0.0,0.108,0.071,0.0,0.0
K19670,1.029,1.071,0.277,0.832,1.975,2.431
K19687,0.087,0.0,0.08,0.176,0.165,0.1
K19689,1.262,0.856,0.747,0.87,0.669,0.906
K19710,0.571,0.59,1.663,0.841,0.641,0.395
K19715,0.0,0.131,0.0,0.241,0.0,0.163
K19745,1.379,1.122,1.084,1.039,0.715,0.593
K19784,0.873,0.507,0.894,0.433,0.208,0.179
K19794,0.815,0.57,0.894,0.715,0.347,0.32
K19802,3.632,4.022,1.743,2.806,3.286,3.675
K19804,0.0,0.0,0.066,0.0,0.0,0.0
K19837,1.305,1.152,0.621,1.156,0.608,0.881
K19966,0.0,0.0,0.0,0.0,0.0,0.163
K20023,0.0,0.0,0.0,0.075,0.0,0.0
K20034,0.376,0.217,0.106,0.158,0.229,0.341
K20035,0.0,0.0,0.116,0.209,0.201,0.184
K20036,6.98,5.122,3.454,5.226,5.524,8.077
K20074,3.329,3.83,4.885,3.607,3.29,4.015
K20148,0.382,0.095,0.081,0.0,0.0,0.0
K20265,0.0,0.0,0.0,0.152,0.0,0.176
K20329,0.0,0.0,0.0,0.0,0.0,0.245
K20420,0.088,0.0,0.09,0.0,0.043,0.0
K20421,0.0,0.0,0.0,0.0,0.132,0.0
K20449,0.107,0.214,0.086,0.06,0.073,0.135
K20466,0.0,0.0,0.0,0.0,0.13,0.14
K20467,0.0,0.0,0.061,0.067,0.0,0.0
K20497,0.084,0.0,0.0,0.0,0.0,0.0
K20527,0.275,0.358,0.075,0.807,0.79,0.521
K20528,0.292,0.372,0.348,0.892,0.751,0.751
K20529,0.453,0.581,0.531,0.879,0.99,1.412
K20530,0.229,0.179,0.148,0.165,0.13,0.185
K20531,0.707,0.338,0.267,0.413,1.027,0.544
K20532,0.194,0.148,0.376,0.494,0.348,0.395
K20533,0.0,0.0,0.216,0.0,0.0,0.0
K20534,0.0,0.135,0.0,0.162,0.0,0.562
K20628,0.0,0.0,0.0,0.088,0.158,0.0
K20712,0.0,0.0,0.0,0.0,0.0,0.083
K20742,0.0,0.0,0.144,0.0,0.0,0.0
K20762,0.0,0.0,0.18,0.0,0.0,0.0
K20807,0.89,0.855,0.103,0.181,0.259,0.327
K20810,0.593,0.0,0.292,0.748,0.344,0.787
K20814,1.585,2.072,2.03,1.751,1.285,1.322
K20844,0.0,0.0,0.129,0.0,0.0,0.0
K20866,0.0,0.0,0.0,0.179,0.0,0.0
K20885,0.0,0.0,0.076,0.0,0.0,0.0
K20906,0.093,0.236,0.081,0.167,0.177,0.285
K20907,0.115,0.206,0.11,0.359,0.0,0.106
K20927,0.0,0.0,0.117,0.0,0.0,0.0
K20938,0.751,0.624,0.311,0.417,0.387,0.653
K20940,2.448,2.605,1.171,1.734,1.542,1.197
K20941,0.512,1.196,0.413,0.89,0.504,0.27
K20942,1.151,1.273,0.543,0.625,1.093,1.0
K21029,4.553,4.518,4.458,3.553,4.274,4.456
K21034,0.746,1.368,0.421,0.432,0.286,0.414
K21053,0.0,0.0,0.113,0.247,0.2,0.098
K21062,1.121,1.26,0.886,0.751,0.589,1.139
K21065,0.0,0.0,0.0,0.0,0.0,0.095
K21071,6.608,6.634,6.014,5.791,5.598,5.371
K21134,1.439,1.527,0.0,0.984,0.883,1.022
K21140,2.639,1.601,2.45,2.217,1.236,1.346
K21142,0.163,0.144,0.425,0.242,0.251,0.0
K21147,2.582,2.623,3.439,3.355,2.631,1.964
K21148,2.657,2.22,2.517,2.286,1.167,1.239
K21160,0.0,0.0,0.099,0.0,0.0,0.0
K21163,0.077,0.0,0.122,0.0,0.068,0.106
K21164,0.0,0.0,0.087,0.0,0.0,0.0
K21251,0.0,0.0,0.094,0.0,0.0,0.0
K21273,0.369,0.681,0.221,0.359,0.374,0.292
K21302,0.0,0.0,0.391,0.0,0.0,0.0
K21308,0.0,0.0,0.0,0.075,0.0,0.0
K21310,0.342,0.403,0.271,0.399,0.292,0.249
K21345,0.0,0.0,0.214,0.0,0.0,0.122
K21394,0.0,0.0,0.099,0.0,0.0,0.222
K21395,0.45,0.306,0.34,0.759,1.186,1.632
K21397,0.283,0.312,0.447,0.532,0.208,0.154
K21399,0.0,0.0,0.066,0.0,0.0,0.0
K21401,0.355,0.0,0.083,0.057,0.0,0.0
K21405,0.103,0.0,0.077,0.0,0.0,0.0
K21416,4.429,4.717,3.537,4.628,3.618,4.426
K21417,2.085,2.177,2.285,2.298,1.195,1.963
K21420,2.793,2.939,1.65,2.359,1.956,2.153
K21430,0.0,0.203,0.0,0.188,0.0,0.0
K21470,1.767,1.92,1.071,0.404,0.759,0.64
K21471,0.0,0.0,0.342,0.0,0.0,0.109
K21480,0.0,0.0,0.13,0.0,0.0,0.0
K21481,0.544,1.71,1.102,0.74,0.995,0.323
K21495,0.0,0.089,0.042,0.208,0.112,0.093
K21498,2.58,1.818,2.501,3.219,1.907,2.527
K21563,0.0,0.0,0.145,0.079,0.0,0.0
K21564,0.305,0.0,0.232,0.369,0.0,0.365
K21567,0.073,0.0,0.0,0.0,0.0,0.0
K21600,8.026,7.777,6.359,8.517,6.197,7.769
K21603,0.083,0.0,0.0,0.0,0.0,0.076
K21609,0.0,0.0,0.132,0.0,0.0,0.0
K21619,0.352,0.351,0.277,0.569,0.247,0.362
K21624,0.193,0.66,0.349,0.317,0.398,0.448
K21636,0.097,0.0,0.0,0.0,0.0,0.0
K21645,0.0,0.0,0.0,0.134,0.0,0.0
K21672,0.066,0.0,0.291,0.0,0.0,0.0
K21677,0.123,0.091,0.094,0.086,0.075,0.162
K21678,0.215,0.202,0.197,0.0,0.0,0.117
K21679,0.166,0.061,0.0,0.34,0.0,0.0
K21687,0.0,0.0,0.0,0.0,0.0,0.097
K21689,0.0,0.0,0.0,0.207,0.0,0.0
K21700,0.123,0.088,0.145,0.0,0.02,0.198
K21703,0.224,0.198,0.151,0.254,0.188,0.163
K21739,0.0,0.0,0.0,0.0,0.091,0.0
K21741,0.294,0.267,0.12,0.0,0.0,0.181
K21744,0.166,0.227,0.0,0.0,0.121,0.207
K21802,0.104,0.0,0.144,0.121,0.0,0.0
K21839,0.0,0.096,0.0,0.0,0.063,0.0
K21883,1.59,1.195,0.78,0.884,0.249,0.768
K21885,0.0,0.0,0.157,0.0,0.064,0.0
K21886,0.239,0.0,0.225,0.0,0.0,0.362
K21903,0.209,0.094,0.299,0.189,0.24,0.307
K21909,0.0,0.0,0.0,0.0,0.107,0.0
K21929,2.525,2.786,4.342,3.41,2.736,1.37
K21947,0.0,0.186,0.0,0.19,0.138,0.0
K21948,0.095,0.085,0.0,0.0,0.0,0.101
K21949,0.0,0.0,0.0,0.089,0.0,0.0
K21962,0.0,0.0,0.196,0.0,0.235,0.183
K22010,0.612,0.559,2.01,1.277,0.774,0.97
K22011,0.0,0.0,0.0,0.095,0.0,0.0
K22024,0.477,0.548,0.561,0.461,0.346,0.317
K22025,0.965,1.427,1.155,0.694,0.657,1.33
K22027,0.778,0.811,0.357,0.869,0.854,0.684
K22044,0.0,0.0,0.305,0.125,0.0,0.0
K22067,0.434,0.435,0.111,0.494,0.187,0.313
K22081,0.0,0.276,0.252,0.196,0.162,0.262
K22083,2.918,2.475,2.399,1.82,2.033,2.165
K22084,0.0,0.114,0.0,0.0,0.095,0.087
K22085,0.0,0.0,0.0,0.0,0.0,0.077
K22107,0.24,0.096,0.186,0.231,0.105,0.134
K22108,0.075,0.096,0.18,0.156,0.0,0.0
K22112,0.0,0.0,0.0,0.0,0.0,0.082
K22116,0.0,0.212,0.252,0.0,0.0,0.0
K22130,0.345,0.379,0.63,0.325,0.502,0.788
K22131,0.324,0.422,0.057,0.0,0.144,0.19
K22132,0.0,0.155,0.0,0.0,0.37,0.179
K22136,0.181,0.205,0.0,0.211,0.166,0.242
K22169,0.0,0.2,0.244,0.0,0.0,0.0
K22185,0.0,0.126,0.0,0.256,0.0,0.078
K22186,2.853,2.51,1.807,2.296,1.161,2.004
K22187,1.788,1.84,1.259,1.5,1.191,1.548
K22205,0.39,0.439,0.707,0.437,1.027,0.831
K22209,3.156,3.544,1.797,2.432,2.012,2.864
K22211,0.486,0.486,0.178,0.155,0.622,0.365
K22213,1.858,1.845,1.147,1.605,0.982,1.549
K22227,0.192,0.539,0.173,0.455,0.253,0.469
K22270,0.517,0.713,0.407,0.48,0.299,0.521
K22278,0.541,0.765,0.499,0.543,0.627,0.374
K22294,0.064,0.0,0.0,0.0,0.0,0.112
K22295,0.0,0.0,0.0,0.0,0.128,0.0
K22296,0.471,0.216,0.141,0.374,0.18,0.129
K22297,0.88,0.498,1.149,0.846,0.297,0.197
K22298,0.232,0.052,0.104,0.113,0.0,0.157
K22301,0.201,0.394,0.334,0.304,0.0,0.135
K22303,0.0,0.0,0.529,0.0,0.101,0.0
K22306,0.0,0.087,0.0,0.0,0.0,0.0
K22309,0.0,0.278,0.0,0.0,0.0,0.143
K22311,0.0,0.0,0.0,0.117,0.0,0.0
K22317,0.225,0.297,0.587,0.404,0.166,0.244
K22318,0.0,0.0,0.0,0.235,0.304,0.197
K22319,0.0,0.103,0.078,0.085,0.0,0.0
K22336,0.322,0.685,0.925,0.176,0.0,0.078
K22348,1.007,0.641,0.855,1.311,1.426,1.823
K22396,1.391,1.165,1.398,1.341,0.982,1.497
K22447,0.446,0.278,0.935,0.0,0.282,0.462
K22451,0.185,0.0,0.529,0.0,0.261,0.176
K22466,0.0,0.0,0.161,0.326,0.516,0.12
K22468,8.936,10.328,5.968,8.139,7.743,7.535
K22478,0.0,0.086,0.133,0.0,0.0,0.0
K22491,0.0,0.0,0.144,0.0,0.0,0.0
K22515,2.49,2.316,1.163,1.546,1.319,1.429
K22539,0.0,0.0,0.0,0.0,0.07,0.0
K22548,0.0,0.0,0.064,0.0,0.0,0.0
K22550,0.0,0.083,0.036,0.0,0.0,0.0
K22552,1.74,2.226,1.119,1.035,0.594,1.378
K22553,0.184,0.268,0.0,0.0,0.0,0.11
K22579,0.59,0.436,0.847,0.419,0.0,0.141
K22589,0.128,0.0,0.067,0.0,0.0,0.0
K22616,0.0,0.0,0.0,0.0,0.198,0.0
K22617,0.0,0.0,0.0,0.286,0.239,0.273
K22622,7.965,6.802,2.966,6.313,5.317,5.415
K22699,0.858,0.677,0.777,0.946,0.63,0.554
K22704,1.053,0.964,1.018,1.022,0.799,1.256
K22705,0.942,0.54,0.991,0.829,0.71,0.775
K22736,3.63,3.626,1.189,1.438,0.949,1.658
K22737,2.902,2.417,1.571,2.233,2.119,2.39
K22757,0.435,0.154,0.369,0.356,0.491,0.74
K22769,0.0,0.0,0.722,0.109,0.0,0.0
K22770,0.0,0.0,0.151,0.0,0.0,0.0
K22797,0.0,0.0,0.0,0.089,0.0,0.0
K22818,1.066,0.597,0.847,0.973,0.549,0.59
K22822,0.054,0.115,0.149,0.09,0.0,0.0
K22879,0.124,0.251,0.0,0.0,0.116,0.0
K22893,0.29,0.194,0.0,0.0,0.0,0.177
K22894,0.065,0.0,0.242,0.0,0.0,0.0
K22900,0.0,0.0,0.0,0.0,0.112,0.0
K22907,0.0,0.087,0.092,0.213,0.0,0.0
K22934,2.878,2.422,2.452,1.539,1.295,0.719
K22958,0.558,0.397,0.421,0.582,0.811,0.801
K22969,1.069,0.613,1.051,0.758,0.598,0.742
K23015,0.159,0.0,0.0,0.0,0.0,0.0
