# Gene Family,P1,P2,P3,P4,P5,P6
K03301,0.182,0.193,0.348,0.314,0.131,0.198
K03303,4.168,4.517,4.743,5.802,4.295,4.847
K03305,1.352,1.134,0.52,1.077,0.666,0.836
K03306,8.574,7.8,7.144,8.306,6.934,6.41
K03307,2.393,2.447,2.703,2.68,2.051,2.304
K03312,0.0,0.0,0.166,0.0,0.0,0.168
K03313,0.0,0.0,0.182,0.118,0.0,0.0
K03316,0.944,0.974,0.607,0.637,0.0,0.534
K03317,1.284,1.167,0.811,1.006,0.908,1.076
K03319,0.286,0.097,0.484,0.555,0.422,0.397
K03320,6.891,5.837,6.391,7.526,5.614,5.097
K03321,0.732,0.471,0.175,0.4,0.251,0.323
K03322,3.959,3.339,2.741,2.895,2.777,3.178
K03324,0.876,0.171,0.109,0.0,0.094,0.092
K03325,0.387,0.154,1.684,1.556,0.902,0.847
K03327,0.677,0.52,0.258,0.61,0.871,0.426
K03333,0.6,0.827,0.262,0.288,0.226,0.233
K03335,0.805,0.499,0.479,0.67,0.423,0.416
K03336,0.373,0.512,0.423,0.466,0.208,0.231
K03337,0.081,0.304,0.501,0.153,0.408,0.125
K03338,0.096,0.082,0.248,0.207,0.204,0.147
K03365,0.304,0.548,0.61,0.663,0.45,0.19
K03379,0.518,0.459,0.155,0.356,0.219,0.339
K03380,1.053,0.74,0.898,0.328,0.283,0.404
K03381,0.229,0.998,0.699,0.286,0.504,0.455
K03383,0.138,0.0,0.0,0.0,0.0,0.141
K03385,0.509,0.403,1.195,1.042,1.393,0.597
K03386,1.125,1.172,1.973,1.08,1.164,1.208
K03388,0.231,0.0,0.592,1.053,0.572,0.097
K03389,0.0,0.0,0.22,0.284,0.167,0.0
K03390,0.064,0.0,0.387,0.461,0.053,0.213
K03392,3.217,2.966,1.985,2.555,2.551,1.2
K03394,0.0,0.149,0.166,0.324,0.287,0.054
K03396,0.412,0.983,0.143,0.244,0.311,0.602
K03399,0.0,0.0,0.0,0.0,0.081,0.0
K03402,1.289,1.006,2.001,1.163,1.865,1.116
K03404,0.0,0.0,0.211,0.0,0.0,0.0
K03405,3.195,2.773,3.511,3.147,3.026,3.187
K03406,0.247,0.0,0.691,0.735,0.758,0.0
K03407,1.318,0.336,0.857,1.321,0.823,0.619
K03408,2.072,2.325,2.236,2.259,3.514,1.65
K03409,0.0,0.0,0.0,0.249,0.133,0.095
K03410,0.0,0.0,0.0,0.383,0.55,0.0
K03411,0.0,0.0,0.184,0.0,0.114,0.123
K03412,1.43,1.16,1.998,1.858,2.027,1.195
K03413,4.542,5.217,6.186,6.149,4.829,4.582
K03414,0.079,0.0,0.0,0.116,0.0,0.236
K03416,1.488,1.528,2.59,1.875,1.755,2.115
K03417,0.998,0.983,0.594,0.514,0.875,0.321
K03418,0.0,0.146,0.0,0.0,0.0,0.0
K03421,0.0,0.0,0.108,0.087,0.0,0.0
K03424,3.134,1.851,2.846,4.161,3.485,2.857
K03426,0.294,0.303,0.331,0.206,0.0,0.125
K03427,2.007,1.216,3.599,2.401,2.568,2.345
K03429,0.259,0.0,0.339,0.0,0.0,0.0
K03430,0.287,0.0,0.363,0.213,0.377,0.317
K03431,4.587,4.738,4.371,5.51,5.084,3.331
K03432,1.062,0.454,1.043,0.498,0.519,0.583
K03433,1.456,1.792,1.846,1.164,1.374,1.29
K03436,0.0,0.0,0.195,0.31,0.061,0.0
K03437,0.214,0.0,0.206,0.0,0.0,0.0
K03438,1.897,1.2,2.217,2.943,2.039,1.34
K03439,0.344,0.315,0.876,0.756,0.566,0.782
K03442,0.278,0.379,0.403,0.284,0.0,0.121
K03446,2.98,3.113,2.694,2.596,2.711,2.973
K03453,0.0,0.0,0.384,0.0,0.0,0.0
K03455,0.499,0.244,0.597,0.731,0.691,0.499
K03457,1.251,1.044,0.736,0.768,0.772,0.855
K03458,0.448,0.381,0.227,0.19,0.12,0.256
K03464,0.085,0.103,0.166,0.312,0.356,0.125
K03465,0.553,0.543,1.612,1.424,1.743,1.163
K03466,2.154,2.431,2.32,2.698,1.775,1.708
K03469,2.085,1.976,2.769,2.808,2.135,2.497
K03470,3.37,2.433,3.185,3.508,2.928,2.466
K03471,0.132,0.052,0.282,0.342,0.435,0.188
K03474,1.444,1.692,2.8,3.212,2.167,2.068
K03477,0.068,0.0,0.0,0.0,0.0,0.0
K03478,0.398,0.613,0.615,0.549,0.411,0.0
K03495,3.584,4.278,3.714,3.859,3.58,3.631
K03496,11.305,10.165,11.095,10.834,9.333,9.626
K03497,2.435,1.666,2.629,3.822,4.141,2.218
K03499,1.741,1.728,2.33,1.632,1.037,0.646
K03500,1.581,1.364,0.658,1.805,1.199,0.999
K03501,0.523,0.0,0.952,0.927,0.67,0.375
K03502,0.208,0.262,0.394,0.27,0.421,0.317
K03517,4.314,5.251,6.28,6.458,6.346,6.8
K03518,23.503,25.11,16.921,19.644,17.954,16.701
K03519,6.331,5.072,4.391,4.34,3.292,2.988
K03520,31.403,30.804,18.985,25.017,24.42,26.205
K03521,9.614,9.453,9.654,10.029,7.521,6.756
K03522,6.681,6.55,5.602,7.903,6.317,5.489
K03523,0.0,0.0,0.062,0.0,0.0,0.0
K03524,0.209,0.0,0.282,0.468,0.744,0.531
K03525,1.694,1.789,2.807,2.558,1.79,1.256
K03526,9.131,9.239,9.944,10.084,9.936,7.102
K03527,7.55,7.878,8.123,8.186,7.974,6.359
K03529,1.001,1.566,1.435,1.573,1.653,1.399
K03530,7.225,10.422,13.261,13.234,13.503,9.063
K03531,5.522,5.166,6.471,5.709,5.239,4.907
K03534,0.839,0.483,0.781,0.158,0.283,0.212
K03535,0.13,0.132,0.257,0.201,0.0,0.092
K03536,0.671,0.393,0.962,0.805,0.082,0.418
K03538,0.0,0.0,0.0,0.076,0.0,0.0
K03543,0.463,0.647,0.245,0.473,0.0,0.0
K03544,16.362,16.286,17.397,17.513,16.443,15.5
K03545,0.52,0.797,0.953,1.084,0.987,0.539
K03547,0.0,0.0,0.412,0.0,0.11,0.0
K03549,4.577,5.599,2.862,5.16,3.675,4.667
K03550,6.03,6.583,4.781,4.067,3.788,4.662
K03551,8.519,10.219,9.413,9.778,8.897,9.698
K03553,12.078,11.704,11.453,11.416,10.466,10.057
K03555,3.777,3.457,3.264,4.054,3.412,3.497
K03557,0.0,0.0,0.154,0.088,0.0,0.0
K03558,0.821,0.844,0.351,0.715,0.782,1.122
K03559,0.979,1.244,2.117,1.243,1.258,0.995
K03560,1.334,1.215,1.944,1.342,0.709,0.536
K03561,2.962,1.948,4.329,3.732,4.218,4.182
K03562,5.178,6.308,4.157,4.352,4.917,3.219
K03563,3.424,3.145,4.306,2.973,1.776,2.793
K03564,1.729,1.497,2.211,2.979,2.266,1.543
K03565,0.193,0.242,0.32,0.138,0.142,0.271
K03566,1.716,1.262,0.856,1.078,1.341,1.27
K03567,0.0,0.33,0.487,0.152,0.14,0.424
K03568,5.375,6.133,5.327,6.636,4.43,4.835
K03569,11.208,11.043,17.171,12.774,11.379,10.231
K03570,0.503,0.446,0.54,0.435,0.106,0.298
K03571,0.182,0.077,0.048,0.425,0.147,0.072
K03572,3.926,3.843,3.371,3.649,2.93,3.397
K03574,3.924,4.623,4.5,3.806,4.137,2.701
K03575,0.302,0.046,0.302,0.28,0.192,0.0
K03576,0.0,0.193,0.091,0.0,0.123,0.0
K03579,1.343,1.658,1.29,2.293,2.155,1.857
K03580,0.0,0.0,0.303,0.311,0.377,0.0
K03581,3.14,3.299,2.053,2.693,2.334,2.919
K03584,1.696,1.689,1.584,1.729,1.455,1.139
K03585,0.791,0.86,1.937,1.815,1.377,0.57
K03586,0.0,0.0,0.0,0.0,0.079,0.0
K03587,1.955,2.036,1.243,2.001,1.619,2.077
K03588,1.906,1.719,1.793,2.338,2.025,1.606
K03589,0.156,0.0,0.231,0.419,0.0,0.421
K03590,4.096,4.565,3.13,4.758,4.236,3.646
K03592,1.452,1.891,1.564,2.163,1.751,0.992
K03593,5.591,5.246,5.985,6.474,5.777,4.7
K03594,6.568,6.672,5.012,6.479,4.431,4.875
K03595,2.649,2.126,2.78,3.137,2.799,1.912
K03596,10.395,9.96,10.001,9.756,9.351,9.187
K03598,0.0,0.0,0.0,0.0,0.0,0.114
K03599,0.228,0.178,0.19,0.183,0.139,0.183
K03600,0.095,0.0,0.0,0.0,0.111,0.042
K03601,1.094,1.12,1.653,1.242,1.194,1.241
K03602,5.434,5.264,5.055,4.429,4.999,5.153
K03605,0.065,0.0,0.396,0.201,0.171,0.0
K03606,0.0,0.186,0.277,0.0,0.0,0.0
K03608,0.699,0.848,0.639,0.815,0.483,0.679
K03609,4.535,4.984,1.972,3.904,2.732,3.018
K03610,0.0,0.0,0.0,0.0,0.0,0.099
K03611,0.0,0.084,0.0,0.0,0.077,0.0
K03613,0.154,0.0,0.0,0.127,0.0,0.0
K03616,0.32,0.0,0.377,0.209,0.269,0.116
K03617,0.0,0.21,0.089,0.0,0.198,0.0
K03618,0.0,0.0,0.086,0.0,0.0,0.0
K03620,0.0,0.0,0.09,0.0,0.104,0.0
K03621,2.196,2.475,3.249,2.982,2.466,2.313
K03622,0.088,0.0,0.49,0.327,0.0,0.039
K03624,7.107,6.869,7.251,8.737,8.367,8.794
K03625,2.842,2.6,2.951,2.997,2.198,0.987
K03626,0.122,0.265,0.291,0.0,0.0,0.0
K03628,13.685,12.573,13.751,15.429,14.841,13.9
K03629,0.817,1.549,1.917,1.634,1.496,0.751
K03630,0.617,0.71,1.48,1.59,1.792,1.321
K03631,2.21,1.09,2.028,1.47,1.438,1.43
K03634,0.184,0.317,0.425,0.0,0.306,0.399
K03635,3.438,3.312,2.856,1.812,2.22,2.076
K03636,3.442,3.352,3.751,4.367,4.504,4.11
K03637,3.776,3.368,4.597,2.573,2.414,2.805
K03638,2.646,3.51,2.671,3.654,3.62,2.726
K03639,6.17,5.044,5.718,5.064,4.152,3.322
K03640,2.667,3.313,1.715,2.73,2.078,2.545
K03641,0.647,0.672,0.385,0.763,0.588,0.84
K03642,0.442,0.478,0.049,1.363,0.211,0.11
K03643,0.235,0.073,0.047,0.295,0.0,0.0
K03644,9.035,7.265,7.853,8.741,7.79,8.413
K03647,0.0,0.088,0.137,0.0,0.0,0.0
K03648,1.33,1.615,1.739,2.079,2.014,0.924
K03649,0.103,0.171,0.063,0.275,0.071,0.0
K03650,1.216,1.144,0.912,0.895,0.862,1.316
K03651,0.28,0.0,0.0,0.0,0.0,0.0
K03652,2.215,0.786,1.556,1.638,2.038,0.955
K03654,1.069,1.006,2.144,1.386,1.273,0.742
K03655,1.881,1.701,2.006,2.252,1.873,1.366
K03657,6.904,6.769,6.75,7.011,5.985,5.799
K03664,4.427,5.496,4.047,4.58,3.861,4.943
K03665,2.114,3.029,3.082,3.413,2.783,2.59
K03666,8.088,8.035,5.455,4.8,4.907,5.574
K03667,8.327,8.919,7.382,8.772,8.266,8.119
K03669,0.302,0.0,0.0,0.162,0.0,0.0
K03670,0.0,0.0,0.0,0.292,0.0,0.152
K03671,6.591,8.762,9.446,8.774,7.289,7.518
K03672,0.0,0.0,0.479,0.52,0.028,0.095
K03673,0.118,0.136,0.242,0.149,0.231,0.171
K03676,0.853,0.518,0.646,0.146,0.484,0.234
K03679,0.15,0.432,0.283,0.0,0.0,0.0
K03684,4.484,4.612,3.16,4.75,4.403,4.875
K03685,2.084,2.321,2.798,2.337,1.725,2.214
K03686,4.384,5.682,5.08,4.469,3.677,3.5
K03687,1.338,1.068,0.673,0.273,0.778,0.543
K03688,3.416,3.648,2.985,4.096,3.633,3.708
K03694,5.866,6.023,3.662,5.373,4.279,5.179
K03695,10.936,9.502,10.088,9.141,7.178,7.575
K03696,10.462,10.931,13.699,9.689,8.876,8.771
K03698,1.024,1.493,1.3,1.041,0.631,0.895
K03699,0.0,0.0,0.397,0.588,0.479,0.0
K03701,12.713,12.781,14.643,12.779,11.745,10.957
K03702,7.357,6.827,8.028,7.102,6.2,6.853
K03703,3.56,3.419,5.322,4.688,3.448,3.426
K03704,35.313,37.792,36.06,35.31,30.529,33.993
K03705,6.512,5.563,5.267,5.758,4.503,4.175
K03706,0.095,0.0,0.0,0.0,0.0,0.0
K03707,0.474,0.451,0.235,0.349,0.052,0.293
K03709,2.673,2.905,3.753,2.305,1.722,1.274
K03710,1.312,1.383,1.752,0.719,0.788,0.933
K03711,3.809,4.976,5.112,4.217,3.279,4.904
K03715,0.295,0.143,0.0,0.274,0.0,0.227
K03717,0.0,0.0,0.109,0.307,0.296,0.0
K03718,0.584,0.785,1.319,0.968,0.368,0.5
K03719,1.191,0.832,1.574,1.147,1.053,0.386
K03722,0.95,1.238,2.09,2.437,2.117,1.026
K03723,4.718,3.937,4.507,4.167,2.918,3.572
K03724,4.698,4.566,4.409,4.307,3.492,3.475
K03727,0.105,0.0,0.122,0.0,0.0,0.0
K03733,3.322,2.785,3.073,3.69,3.756,3.429
K03734,0.982,1.144,1.334,1.105,0.918,1.194
K03735,4.8,4.83,3.026,4.536,4.632,4.971
K03736,0.0,0.571,0.441,0.0,0.294,0.103
K03737,1.009,0.918,2.147,2.671,1.903,1.761
K03738,0.178,0.137,0.304,0.746,0.571,0.26
K03741,3.4,3.48,3.4,3.329,3.767,3.475
K03742,0.348,0.824,1.01,1.238,1.346,0.42
K03743,1.867,1.733,1.259,0.917,0.277,0.622
K03744,13.149,14.434,6.323,9.866,9.679,13.602
K03745,0.107,0.376,0.137,0.0,0.0,0.225
K03746,0.0,0.246,0.075,0.0,0.0,0.242
K03750,2.904,2.505,2.425,2.712,2.586,2.101
K03752,1.053,1.27,0.212,0.953,0.893,0.739
K03753,0.567,0.735,0.569,0.605,0.657,0.367
K03756,0.0,0.0,0.0,0.172,0.0,0.108
K03758,0.131,0.411,0.228,0.0,0.0,0.373
K03761,0.09,0.0,0.188,0.0,0.09,0.0
K03762,0.0,0.138,0.555,0.381,0.177,0.0
K03767,1.402,1.917,2.541,2.103,2.555,1.359
K03768,0.927,1.13,1.902,0.807,1.094,1.092
K03769,0.586,0.223,0.264,0.413,0.164,0.496
K03770,0.0,0.142,0.0,0.118,0.0,0.202
K03771,0.266,0.207,0.246,0.226,0.304,0.692
K03772,0.747,0.423,0.677,0.55,0.517,1.094
K03775,0.184,0.391,0.222,0.316,0.093,0.222
K03779,0.178,0.188,0.087,0.234,0.0,0.185
K03780,0.407,0.165,0.0,0.678,0.696,0.277
K03781,0.448,1.127,1.193,0.701,0.784,0.799
K03782,5.016,4.508,4.236,3.847,2.647,3.202
K03783,2.358,2.581,2.404,2.549,2.181,1.84
K03784,0.0,0.0,0.091,0.0,0.0,0.115
K03786,3.14,3.179,2.069,3.494,2.13,2.754
K03787,2.972,2.424,4.03,3.526,2.701,3.1
K03789,1.408,0.755,0.953,0.748,0.651,1.105
K03790,2.258,2.715,2.836,3.285,2.161,2.489
K03793,0.897,0.405,1.05,0.909,1.068,1.18
K03795,0.0,0.09,0.296,0.212,0.076,0.116
K03797,11.701,10.828,7.434,10.888,11.638,14.661
K03798,13.963,11.944,14.061,14.116,12.453,11.161
K03799,1.606,1.526,2.637,1.862,2.446,1.283
K03801,2.235,1.944,1.912,2.25,1.856,0.979
K03802,0.148,0.0,0.136,0.0,0.0,0.119
K03808,0.0,0.0,0.0,0.0,0.0,0.183
K03809,0.981,1.101,0.891,0.739,1.056,1.209
K03810,0.0,0.0,0.254,0.079,0.0,0.0
K03811,0.0,0.0,0.155,0.0,0.0,0.098
K03814,0.071,0.721,0.34,0.447,0.607,0.106
K03817,0.234,0.0,0.256,0.123,0.128,0.206
K03820,0.648,0.278,0.382,0.437,0.346,0.425
K03821,2.858,3.397,1.931,1.801,1.741,2.533
K03823,0.221,0.416,0.411,0.384,0.288,0.38
K03824,0.0,0.0,0.0,0.149,0.0,0.0
K03827,0.0,0.181,0.0,0.223,0.55,0.534
K03829,0.408,0.4,0.22,1.059,0.341,0.721
K03830,0.166,0.0,0.206,0.0,0.24,0.128
K03831,0.095,0.27,0.488,0.446,0.521,0.182
K03832,0.0,0.297,0.23,0.389,0.319,0.102
K03833,0.157,0.208,0.969,0.573,0.517,1.241
K03839,0.0,0.0,0.0,0.086,0.0,0.0
K03841,0.926,0.932,1.001,0.718,0.766,1.133
K03852,0.216,0.271,0.149,0.284,0.155,0.298
K03855,0.446,0.445,0.655,0.152,0.517,0.32
K03856,6.561,5.888,9.137,8.038,7.411,7.03
K03863,0.0,0.0,0.085,0.111,0.0,0.0
K03878,0.0,0.0,0.08,0.0,0.0,0.0
K03880,0.0,0.0,0.039,0.0,0.0,0.0
K03882,0.0,0.0,0.0,0.073,0.0,0.0
K03885,2.434,3.112,2.564,2.769,2.864,3.216
K03886,0.069,0.415,0.639,1.286,0.556,0.864
K03887,0.166,0.0,0.137,0.095,0.0,0.0
K03889,0.088,0.0,0.164,0.0,0.0,0.0
K03891,0.0,0.151,0.199,0.0,0.0,0.1
K03892,1.716,1.666,2.498,1.713,1.601,0.543
K03893,0.219,0.21,0.178,0.0,0.0,0.0
K03897,0.0,0.0,0.082,0.0,0.0,0.0
K03919,0.121,0.091,0.0,0.513,0.272,0.0
K03921,0.0,0.0,0.04,0.0,0.0,0.241
K03922,0.0,0.0,0.0,0.0,0.046,0.0
K03924,32.223,30.097,32.169,30.226,26.332,29.578
K03925,3.011,2.958,3.109,3.804,4.381,2.65
K03926,0.12,0.129,0.791,1.197,0.72,0.331
K03928,0.0,0.0,0.261,0.143,0.254,0.159
K03929,0.723,0.866,1.829,1.178,0.709,0.542
K03933,0.0,0.0,0.157,0.0,0.0,0.0
K03940,0.06,0.02,0.053,0.049,0.014,0.0
K03941,0.609,0.0,0.0,0.0,0.0,0.0
K03969,1.381,1.737,1.8,1.341,1.314,1.833
K03973,0.062,0.0,0.07,0.0,0.0,0.0
K03975,0.27,0.119,0.485,0.475,0.736,0.233
K03976,3.081,3.014,3.174,2.409,2.185,1.933
K03977,3.601,3.241,3.852,3.586,2.657,2.654
K03978,1.174,1.374,0.816,1.928,1.912,0.961
K03979,3.721,4.27,3.62,3.929,3.395,2.897
K03980,2.31,2.435,1.629,2.589,1.758,2.312
K03981,0.0,0.0,0.0,0.0,0.0,0.108
K04017,0.0,0.0,0.089,0.0,0.0,0.0
K04019,1.653,1.756,0.947,1.283,1.285,1.258
K04021,0.858,1.093,1.108,0.619,0.705,0.857
K04026,0.0,0.146,0.123,0.135,0.0,0.09
K04027,2.598,2.823,3.079,2.473,2.74,2.652
K04028,0.647,0.295,0.483,0.467,0.168,0.742
K04034,0.105,0.077,0.0,0.113,0.162,0.071
K04037,0.0,0.0,0.0,0.099,0.082,0.0
K04038,0.0,0.0,0.101,0.0,0.0,0.0
K04041,0.098,0.142,0.104,0.0,0.072,0.0
K04042,1.268,1.788,1.205,1.27,0.915,0.293
K04043,14.821,13.949,19.958,18.729,16.303,14.618
K04044,0.359,0.233,0.725,0.631,0.737,0.574
K04045,0.113,0.0,0.138,0.0,0.136,0.0
K04046,0.11,0.103,0.175,0.498,0.241,0.2
K04047,4.843,4.687,2.786,2.813,2.558,4.091
K04061,0.153,0.218,0.135,0.235,0.039,0.196
K04062,0.0,0.0,0.0,0.0,0.0,0.098
K04063,2.559,1.858,2.247,1.645,1.259,1.382
K04064,0.0,0.0,0.0,0.0,0.0,0.126
K04066,4.812,4.475,3.085,4.839,5.037,4.639
K04068,0.0,0.0,0.123,0.107,0.0,0.0
K04069,5.317,4.615,3.235,5.611,4.639,5.471
K04070,4.393,3.585,2.362,4.619,6.056,8.195
K04072,0.216,0.266,0.606,0.29,0.307,0.304
K04073,0.221,0.0,0.237,0.171,0.036,0.279
K04074,0.387,0.456,0.512,0.617,0.645,0.48
K04075,0.095,0.197,0.04,0.0,0.0,0.0
K04076,0.0,0.0,0.0,0.127,0.0,0.0
K04077,32.794,31.081,26.668,29.174,27.276,30.62
K04078,19.607,18.887,17.314,18.168,13.898,16.396
K04079,0.479,0.839,0.57,1.009,0.37,0.387
K04080,2.974,2.556,1.813,1.845,1.251,0.644
K04082,0.0,0.0,0.0,0.0,0.794,0.061
K04083,0.829,0.615,0.687,0.673,0.605,0.31
K04084,0.0,0.132,0.283,0.339,0.609,0.357
K04085,0.224,0.204,0.678,0.673,0.544,0.566
K04087,1.488,1.209,0.601,1.353,1.608,0.971
K04088,0.815,0.815,0.665,0.709,0.779,0.694
K04090,3.323,3.136,2.057,2.869,1.946,2.566
K04091,0.513,0.643,0.755,0.624,0.237,0.453
K04092,0.0,0.0,0.066,0.0,0.0,0.078
K04093,0.177,0.041,0.409,0.178,0.0,0.165
K04094,3.611,3.568,4.066,4.036,3.709,3.293
K04096,1.078,1.303,1.249,1.47,1.13,1.263
K04098,0.236,0.227,0.259,0.207,0.078,0.136
K04099,0.221,0.0,0.0,0.15,0.168,0.121
K04100,1.654,1.032,1.011,1.421,1.265,1.101
K04101,3.734,3.808,2.697,3.677,2.499,2.983
K04102,5.34,6.034,3.045,5.407,5.189,6.167
K04103,0.166,0.0,0.192,0.12,0.0,0.0
K04105,0.0,0.189,0.0,0.274,0.138,0.0
K04107,0.519,0.498,1.052,1.412,0.852,0.706
K04108,1.806,1.444,1.612,2.87,1.812,2.487
K04110,2.122,1.856,1.308,1.322,1.405,2.129
K04113,0.0,0.0,0.0,0.047,0.093,0.0
K04114,0.199,0.21,0.289,0.424,0.233,0.268
K04115,0.0,0.0,0.109,0.11,0.405,0.0
K04116,0.125,0.13,0.0,0.0,0.0,0.0
K04117,0.0,0.092,0.0,0.0,0.0,0.121
K04127,0.13,0.0,0.0,0.262,0.331,0.173
K04477,0.647,0.328,0.532,0.289,0.0,0.173
K04483,0.0,0.0,0.327,0.22,0.0,0.0
K04485,4.651,4.711,5.295,4.388,5.045,3.33
K04487,4.18,3.561,5.004,4.79,5.59,4.631
K04488,2.876,2.409,3.798,3.22,2.893,2.319
K04496,0.53,0.381,0.322,0.316,0.211,0.475
K04517,0.0,0.199,0.274,0.377,0.378,0.233
K04518,2.6,1.85,2.131,1.953,1.904,1.566
K04551,0.0,0.017,0.0,0.0,0.002,0.0
K04561,1.244,0.964,2.029,1.8,1.344,0.95
K04562,0.0,0.148,0.986,1.093,0.86,0.432
K04564,5.008,4.271,5.414,6.026,3.998,3.681
K04565,0.412,0.387,0.098,0.435,0.26,0.378
K04566,2.791,3.283,1.341,2.5,2.047,2.427
K04567,2.697,2.82,4.741,4.007,3.606,2.658
K04568,0.544,0.215,0.391,0.382,0.196,0.168
K04651,0.368,0.263,0.59,0.376,0.651,0.326
K04652,1.61,1.51,3.851,2.226,2.642,0.963
K04653,1.245,2.299,2.086,2.948,1.861,1.463
K04654,6.441,6.945,8.043,7.115,5.618,5.601
K04655,4.538,3.041,6.331,5.519,4.538,4.351
K04656,0.429,0.0,0.299,0.249,0.312,0.0
K04712,0.0,0.0,0.0,0.237,0.0,0.102
K04719,0.0,0.189,0.489,0.265,0.0,0.0
K04744,0.0,0.147,0.0,0.141,0.0,0.0
K04748,0.533,0.149,0.521,0.869,0.286,0.409
K04749,4.405,3.935,5.381,4.985,3.632,4.632
K04750,0.514,0.304,0.816,0.334,0.328,0.198
K04751,11.123,10.822,10.388,11.83,10.143,10.964
K04752,14.926,14.395,15.408,15.307,16.862,18.275
K04755,4.785,6.377,3.68,5.33,3.653,3.351
K04756,0.071,0.0,0.484,0.522,0.144,0.234
K04757,0.641,0.411,0.704,0.691,0.262,0.305
K04758,0.382,0.325,0.157,0.377,0.172,0.183
K04759,1.282,1.027,1.372,1.927,1.711,1.551
K04760,1.456,1.547,1.073,1.194,1.183,0.93
K04761,0.579,0.749,0.546,0.355,0.614,0.925
K04762,0.125,0.194,0.371,0.394,0.0,0.235
K04763,3.212,2.034,2.585,2.296,1.356,1.343
K04764,5.067,4.429,3.776,6.309,4.55,5.181
K04765,0.549,0.382,0.356,0.185,0.265,0.346
K04767,0.0,0.0,0.188,0.226,0.364,0.0
K04771,3.4,4.053,3.999,3.104,2.598,2.542
K04773,0.332,1.002,1.022,0.91,0.937,0.0
K04782,0.049,0.207,0.033,0.262,0.0,0.099
K04796,1.435,1.423,1.336,0.749,0.779,0.921
K04798,0.0,0.0,0.132,0.0,0.0,0.0
K04801,0.0,0.0,0.116,0.0,0.0,0.0
K04802,0.0,0.0,0.1,0.0,0.0,0.0
K04940,0.414,0.211,0.216,0.224,0.138,0.204
K05020,0.0,0.0,0.079,0.0,0.0,0.0
K05275,1.471,0.898,0.476,0.578,0.705,0.44
K05296,0.0,0.13,0.0,0.0,0.0,0.0
K05306,0.115,0.0,0.0,0.0,0.0,0.193
K05337,0.575,1.057,0.895,0.934,0.466,0.598
K05340,0.337,0.39,0.629,0.233,0.222,0.15
K05342,0.27,0.0,0.41,0.0,0.251,0.0
K05343,5.016,4.43,4.707,4.156,3.426,3.49
K05349,0.973,0.859,0.92,0.98,0.444,0.865
K05350,0.69,0.655,0.501,0.821,0.648,0.493
K05351,0.0,0.0,0.0,0.103,0.0,0.0
K05364,0.0,0.0,0.086,0.0,0.0,0.0
K05365,0.24,0.256,0.297,0.26,0.313,0.0
K05366,5.027,4.506,2.919,5.157,4.327,4.209
K05367,0.433,0.101,0.104,0.433,0.137,0.326
K05375,0.957,0.725,0.434,0.911,0.642,1.91
K05396,0.0,0.0,0.06,0.0,0.0,0.0
K05501,0.0,0.0,0.148,0.0,0.0,0.0
K05515,0.672,0.673,1.197,1.511,1.879,0.967
K05516,0.0,0.0,0.551,0.419,0.424,0.0
K05520,3.015,2.889,7.35,4.754,2.587,3.492
K05522,0.0,0.0,0.147,0.179,0.0,0.0
K05524,10.245,9.731,7.048,7.276,7.913,9.447
K05527,1.3,2.078,0.429,0.78,0.612,0.884
K05539,0.814,0.591,0.219,0.58,0.816,0.598
K05548,0.091,0.0,0.134,0.173,0.0,0.142
K05551,0.0,0.0,0.14,0.0,0.0,0.0
K05553,0.0,0.0,0.078,0.079,0.0,0.0
K05555,0.0,0.0,0.052,0.0,0.0,0.0
K05556,0.0,0.0,0.12,0.0,0.0,0.0
K05558,0.0,0.0,0.159,0.0,0.094,0.087
K05565,0.0,0.0,0.161,0.0,0.0,0.0
K05566,0.39,0.462,0.277,0.0,0.0,0.188
K05567,0.153,0.146,0.328,0.293,0.385,0.131
K05568,0.0,0.0,0.162,0.0,0.0,0.0
K05569,0.242,0.297,0.0,0.0,0.0,0.0
K05570,0.083,0.165,0.145,0.0,0.074,0.159
K05571,0.873,0.0,0.1,0.0,0.0,0.096
K05580,0.0,0.0,0.102,0.0,0.0,0.0
K05586,0.412,0.238,0.505,0.697,0.377,0.368
K05587,0.216,0.556,0.77,0.34,0.388,0.251
K05588,0.887,0.986,0.965,0.678,0.756,1.09
K05589,0.139,0.481,0.0,0.204,0.0,0.339
K05591,0.0,0.0,0.0,0.0,0.0,0.126
K05592,0.765,0.987,2.129,1.988,0.92,0.767
K05595,2.666,2.551,1.687,2.296,2.529,1.997
K05596,0.0,0.0,0.278,0.0,0.0,0.135
K05597,0.0,0.0,0.151,0.0,0.0,0.0
K05601,0.0,0.0,0.253,0.164,0.164,0.0
K05602,0.104,0.0,0.141,0.165,0.069,0.067
K05606,4.848,5.018,5.077,5.911,4.185,4.281
K05685,0.0,0.0,0.184,0.152,0.199,0.0
K05692,0.0,0.0,0.014,0.004,0.0,0.035
K05710,1.102,1.049,0.731,1.289,0.872,1.214
K05712,4.9,5.833,2.978,4.628,2.916,3.91
K05713,0.991,0.99,0.486,0.362,0.494,0.464
K05714,0.0,0.0,0.078,0.255,0.0,0.0
K05770,0.0,0.0,0.0,0.099,0.0,0.0
K05772,3.538,3.269,1.087,3.15,2.294,3.86
K05773,2.856,2.983,1.698,2.733,1.965,2.688
K05780,0.252,0.239,0.278,0.0,0.0,0.0
K05781,0.523,1.022,0.218,0.485,0.092,0.625
